Casita;Young;Female;https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47028030/1/?bust=1578265232&width=1080;Greyhound;Yes;Come meet Casita!
Dewey;Young;Male;https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/47028007/3/?bust=1578446986&width=1080;Greyhound;Yes;This is Dewey!
Bella;Young;Female;https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/45334133/6/?bust=1563799878&width=1080;Chihuahua;Yes;Bella
Suzie;Senior;Female;https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/42044380/2/?bust=1568684739&width=1080;Beagle;Yes;Suzie was left homeless due to an accident
Cotton;Adult;Female;https://pet-uploads.adoptapet.com/3/9/3/260092813.jpg;Cattle Dog;Yes;Loves squeaky toys
Curby;Adult;Male;https://pet-uploads.adoptapet.com/8/b/f/186213363.jpg;Terrier;No;Very playful!
